Judul Artikel,Link,Waktu_Scraping,Berita_Hoax
Video Prabowo Umumkan Mahfud MD jadi Cawapres,https://turnbackhoax.id/2023/05/29/salah-video-prabowo-umumkan-mahfud-md-jadi-cawapres/,2023-10-13,True
Erick Thohir Bersama FIFA dan PSSI Dukung Anies,https://turnbackhoax.id/2023/05/26/salah-erick-thohir-bersama-fifa-dan-pssi-dukung-anies/,2023-10-13,True
Anies Baswedan Batal Nyapres 2024,https://turnbackhoax.id/2023/05/26/salah-anies-baswedan-batal-nyapres-2024/,2023-10-13,True
“Mulai KPU menjalankan aksi kotornya. Dia memberi kode 00 berarti itu untuk suara yang dikondisikan pemenangnya”,https://turnbackhoax.id/2023/05/24/salah-mulai-kpu-menjalankan-aksi-kotornya-dia-memberi-kode-00-berarti-itu-untuk-suara-yang-dikondisikan-pemenangnya/,2023-10-13,True
Tangkapan Layar Artikel Detik “Anies Unggah Momen Baca Bulu Bini orang lebih menggoda”,https://turnbackhoax.id/2023/05/12/salah-tangkapan-layar-artikel-detik-anies-unggah-momen-baca-bulu-bini-orang-lebih-menggoda/,2023-10-13,True
Pasangan Ganjar – Ahok Maju Pilpres 2024,https://turnbackhoax.id/2023/05/10/salah-pasangan-ganjar-ahok-maju-pilpres-2024/,2023-10-13,True
Prabowo Subianto Ditendang Dari Kabinet Kerja,https://turnbackhoax.id/2023/05/07/salah-prabowo-subianto-ditendang-dari-kabinet-kerja/,2023-10-13,True
Anies Resmi Pilih Khofifah Hingga AHY Kejang- Kejang Di Tempat,https://turnbackhoax.id/2023/05/04/salah-anies-resmi-pilih-khofifah-hingga-ahy-kejang-kejang-di-tempat/,2023-10-13,True
Momen Pemilihan Umum di Indonesia Menjadi Bahan Jokes Candaan Bangsa Lain,https://turnbackhoax.id/2023/05/04/salah-momen-pemilihan-umum-di-indonesia-menjadi-bahan-jokes-candaan-bangsa-lain/,2023-10-13,True
AHY Panik 3000 Kader Partai Demokrat Mundur,https://turnbackhoax.id/2023/04/28/salah-ahy-panik-3000-kader-partai-demokrat-mundur/,2023-10-13,True
Ganjar – Mahfud MD Maju ke Pilpres 2024,https://turnbackhoax.id/2023/04/27/salah-ganjar-mahfud-md-maju-ke-pilpres-2024/,2023-10-13,True
Wakil Presiden Maruf Amin dan Raja Salman Dukung Sukseskan Anies Pilpres 2024,https://turnbackhoax.id/2023/04/11/salah-wakil-presiden-maruf-amin-dan-raja-salman-dukung-sukseskan-anies-pilpres-2024/,2023-10-13,True
"DEMI TIGA PERIODE, JOKOWI RELA BAYAR 500 TRILIUN KE BAWASLU DEMI JEGAL ANIES",https://turnbackhoax.id/2023/03/31/salah-demi-tiga-periode-jokowi-rela-bayar-500-triliun-ke-bawaslu-demi-jegal-anies/,2023-10-13,True
KIB dan KIR Deklarasi Prabowo Ganjar,https://turnbackhoax.id/2023/03/29/salah-kib-dan-kir-deklarasi-prabowo-ganjar/,2023-10-13,True
"Anies Akui Semua Hutangnya, Permalukan Diri & Para Pendukungnya",https://turnbackhoax.id/2023/03/29/salah-anies-akui-semua-hutangnya-permalukan-diri-para-pendukungnya/,2023-10-13,True
Pesan WhatsApp Kpu Provinsi Jawa Timur,https://turnbackhoax.id/2023/03/26/salah-pesan-whatsapp-kpu-provinsi-jawa-timur/,2023-10-13,True
"PDI-P Diblacklist dari Peserta Pilpres, Tak Bisa Usung Capres",https://turnbackhoax.id/2023/02/28/salah-pdi-p-diblacklist-dari-peserta-pilpres-tak-bisa-usung-capres/,2023-10-13,True
PKI Anggarkan 5 Triliun untuk Jokowi 3 Periode,https://turnbackhoax.id/2023/02/24/salah-pki-anggarkan-5-triliun-untuk-jokowi-3-periode/,2023-10-13,True
“Masjid-masjid mewah dan megah di Pakistan dirusak massa untuk dijual batanya serta besinya untuk kebutuhan makan umatnya”,https://turnbackhoax.id/2023/02/22/salah-masjid-masjid-mewah-dan-megah-di-pakistan-dirusak-massa-untuk-dijual-batanya-serta-besinya-untuk-kebutuhan-makan-umatnya/,2023-10-13,True
Anies Tanda Tangani “Pakta Integritas” kepada HTI dan FPI,https://turnbackhoax.id/2023/02/18/salah-anies-tanda-tangani-pakta-integritas-kepada-hti-dan-fpi/,2023-10-13,True
Kolonel TNI Aktif Mempertanyakan Kampanye dan Tata Cara Pencoblosan Berbahasa Mandarin,https://turnbackhoax.id/2023/01/30/salah-kolonel-tni-aktif-mempertanyakan-kampanye-dan-tata-cara-pencoblosan-berbahasa-mandarin/,2023-10-13,True
KABAR HARI INI PERJUANGAN PAK JOKOWI TERBAYARKAN… “Malaysia menyerah dan siap tunduk pada aturan soal PMI”,https://turnbackhoax.id/2023/01/26/salah-kabar-hari-ini-perjuangan-pak-jokowi-terbayarkan-malaysia-menyerah-dan-siap-tunduk-pada-aturan-soal-pmi/,2023-10-13,True
Video 8 Partai Politik Siapkan Cawapres Anies,https://turnbackhoax.id/2023/01/14/salah-video-8-partai-politik-siapkan-cawapres-anies/,2023-10-13,True
"PDIP Tampakkan Wajah, di 2024 Duet Ganjar Ahok Diumumkan Ke Publik",https://turnbackhoax.id/2023/01/07/salah-pdip-tampakkan-wajah-di-2024-duet-ganjar-ahok-diumumkan-ke-publik/,2023-10-13,True
Gambar Tangkapan Layar Artikel Detiknews “jokowi resmikan bendrera indonesia terbaru”,https://turnbackhoax.id/2023/01/05/salah-gambar-tangkapan-layar-artikel-detiknews-jokowi-resmikan-bendrera-indonesia-terbaru/,2023-10-13,True
DIJERAT PERKARA TERSELUBUNG BAWASLU RESMI TETAPKAN ANIES PASAL BERAT,https://turnbackhoax.id/2022/12/20/salah-dijerat-perkara-terselubung-bawaslu-resmi-tetapkan-anies-pasal-berat/,2023-10-13,True
Gambar Tangkapan Layar Artikel “Mahfud MD segera Pangkas infak masjid 50% setor ke negara”,https://turnbackhoax.id/2022/12/17/salah-gambar-tangkapan-layar-artikel-mahfud-md-segera-pangkas-infak-masjid-50-setor-ke-negara/,2023-10-13,True
Donald Trump Meninggal Pada Usia 76 Tahun,https://turnbackhoax.id/2022/11/21/salah-donald-trump-meninggal-pada-usia-76-tahun/,2023-10-13,True
“NAMA ASLINYA HERBERTUS JOKO WIDODO”,https://turnbackhoax.id/2022/10/22/salah-nama-aslinya-herbertus-joko-widodo/,2023-10-13,True
Uskup Katolik se Jabodetabek Deklarasi Dukung Anies Baswedan Jadi Presiden,https://turnbackhoax.id/2022/10/21/salah-uskup-katolik-se-jabodetabek-deklarasi-dukung-anies-baswedan-jadi-presiden/,2023-10-13,True
Amarah Mega Memuncak Ganjar Sudah Resmi Keluar Dari PDIP,https://turnbackhoax.id/2022/10/14/salah-amarah-mega-memuncak-ganjar-sudah-resmi-keluar-dari-pdip/,2023-10-13,True
"“KENAPA ADA ISTILAH KADRUN, TERNYATA KALIMAT ITU DARI GOLONGAN PKI BERNAMA NYOTO..”",https://turnbackhoax.id/2022/10/13/salah-kenapa-ada-istilah-kadrun-ternyata-kalimat-itu-dari-golongan-pki-bernama-nyoto/,2023-10-13,True
Video “BONGKAR BOROK ANIES WAKIL GUBERNUR OGAH DUKUNG ANIES NYAPRES”,https://turnbackhoax.id/2022/10/13/salah-video-bongkar-borok-anies-wakil-gubernur-ogah-dukung-anies-nyapres/,2023-10-13,True
Detik-detik Salmet Maarif Melakukan Percobaan Pembunuhan Terhadap Presiden di Istana,https://turnbackhoax.id/2022/09/21/salah-detik-detik-salmet-maarif-melakukan-percobaan-pembunuhan-terhadap-presiden-di-istana/,2023-10-13,True
KTP dan NPWP Ganda Untuk Persiapan 2024,https://turnbackhoax.id/2022/09/16/salah-ktp-dan-npwp-ganda-untuk-persiapan-2024/,2023-10-13,True
Foto Warga Papua Demo Tolak PDIP di Papua,https://turnbackhoax.id/2022/07/30/salah-foto-warga-papua-demo-tolak-pdip-di-papua/,2023-10-13,True
Video Pendukung PDI-P Menyerukan “Aku Butuh PKI”,https://turnbackhoax.id/2022/07/22/salah-video-pendukung-pdi-p-menyerukan-aku-butuh-pki/,2023-10-13,True
Surya Paloh Sebut Anies Baswedan adalah Kandidat Capres 2024 dari Partai Nasdem,https://turnbackhoax.id/2022/06/13/salah-surya-paloh-sebut-anies-baswedan-adalah-kandidat-capres-2024-dari-partai-nasdem/,2023-10-13,True
"Foto “Xavier Bettel Perdana Menteri Luxembourg datang ke sebuah acara dengan istri lelakinya, Gauthier Destenay ”",https://turnbackhoax.id/2022/05/31/salah-foto-xavier-bettel-perdana-menteri-luxembourg-datang-ke-sebuah-acara-dengan-istri-lelakinya-gauthier-destenay-brewok-pakai-longdress/,2023-10-13,True
Ma’ruf Amin: “Kalau Jokowi Terpilih Lagi 3 Periode Ibu-Ibu Cukup Bayar Pakai Kartu”,https://turnbackhoax.id/2022/04/20/salah-maruf-amin-kalau-jokowi-terpilih-lagi-3-periode-ibu-ibu-cukup-bayar-pakai-kartu/,2023-10-13,True
Video “keren kan untuk pengamanan 11 April 2022”,https://turnbackhoax.id/2022/04/11/salah-video-keren-kan-untuk-pengamanan-11-april-2022/,2023-10-13,True
Imigran Ilegal di Amerika Serikat Mendapatkan Kebebasan Lebih Untuk Akses Jaminan Kesehatan dan Hak Memilih Pada 2022,https://turnbackhoax.id/2022/02/25/salah-imigran-ilegal-di-amerika-serikat-mendapatkan-kebebasan-lebih-untuk-akses-jaminan-kesehatan-dan-hak-memilih-pada-2022/,2023-10-13,True
": Pilpres 2024 Dibatalkan Rakyat, Jokowi Kembali Diangkat Jadi Presiden",https://turnbackhoax.id/2022/02/16/salah-pilpres-2024-dibatalkan-rakyat-jokowi-kembali-diangkat-jadi-presiden/,2023-10-13,True
Warga Korea Selatan yang Belum Vaksin Dilarang Mengikuti Pemilihan Presiden,https://turnbackhoax.id/2022/01/07/salah-warga-korea-selatan-yang-belum-vaksin-dilarang-mengikuti-pemilihan-presiden/,2023-10-13,True
“KETUA UMUM PDIP MEREKUMENDASIKAN GANJAR MAJU CAPRES 2024 . . UDAH DI PASTIKAN GANJAR PRANOWO PENERUS JOKOWI”,https://turnbackhoax.id/2021/12/13/salah-ketua-umum-pdip-merekumendasikan-ganjar-maju-capres-2024-udah-di-pastikan-ganjar-pranowo-penerus-jokowi/,2023-10-13,True
Biden Menyatakan Bahwa Cina Merupakan Negara Unggul dan Tidak Tertandingi,https://turnbackhoax.id/2021/11/22/salah-biden-menyatakan-bahwa-cina-merupakan-negara-unggul-dan-tidak-tertandingi/,2023-10-13,True
Poster Deklarasi Anies Baswedan dan Ganjar Pranowo Untuk Capres dan Cawapres 2024-2029,https://turnbackhoax.id/2021/11/08/salah-poster-deklarasi-anies-baswedan-dan-ganjar-pranowo-untuk-capres-dan-cawapres-2024-2029/,2023-10-13,True
Hidayat Nur Wahid Akui PKS Tak Menganut Asas Pancasila,https://turnbackhoax.id/2021/10/30/salah-hidayat-nur-wahid-akui-pks-tak-menganut-asas-pancasila-2/,2023-10-13,True
Video Demo Menolak Wajib Vaksin di Brazil,https://turnbackhoax.id/2021/09/28/salah-video-demo-menolak-wajib-vaksin-di-brazil/,2023-10-13,True
"Video “Berita Terkini ~ Deklarasi Ganjar Pranowo Dihadiri Langsung Oleh Jokowi, Megawati Mendadak Bungkam!!”",https://turnbackhoax.id/2021/08/28/salah-video-berita-terkini-deklarasi-ganjar-pranowo-dihadiri-langsung-oleh-jokowi-megawati-mendadak-bungkam/,2023-10-13,True
“Penyebab Kematian Amien Rais”,https://turnbackhoax.id/2021/06/21/salah-penyebab-kematian-amien-rais/,2023-10-13,True
Gambar Presiden Jokowi “Kalian Siap saya pimpin Tiga Periode”,https://turnbackhoax.id/2021/06/21/salah-gambar-presiden-jokowi-kalian-siap-saya-pimpin-tiga-periode/,2023-10-13,True
"Video “BERITA TERKINI ~ TAK DISANGKA SANGKA, DEKLARASI GANJAR 2024, LANGSUNG DISAMBUT PEMECATAN DARI PDIP”",https://turnbackhoax.id/2021/05/09/salah-video-berita-terkini-tak-disangka-sangka-deklarasi-ganjar-2024-langsung-disambut-pemecatan-dari-pdip/,2023-10-13,True
Kadrun Merupakan Panggilan PKI untuk Umat Islam,https://turnbackhoax.id/2021/04/15/salah-kadrun-merupakan-panggilan-pki-untuk-umat-islam/,2023-10-13,True
Video “Berita Terkini!!! – Dibayar Kontan | Petugas Yang Menganiaya Dan Menyeret HRS Langsung Sakit Parah”,https://turnbackhoax.id/2021/03/29/salah-video-berita-terkini-dibayar-kontan-petugas-yang-menganiaya-dan-menyeret-hrs-langsung-sakit-parah/,2023-10-13,True
Poster Capres-Cawapers untuk Pilpres 2024,https://turnbackhoax.id/2021/03/26/salah-poster-capres-cawapers-untuk-pilpres-2024/,2023-10-13,True
“kesimpulan Rob Oswald: COVID 19 adalah khayalan dan fiktif”,https://turnbackhoax.id/2021/01/01/salah-kesimpulan-rob-oswald-covid-19-adalah-khayalan-dan-fiktif/,2023-10-13,True
Surat Suara Pilkada 2020 yang Dicoret-coret,https://turnbackhoax.id/2020/12/10/salah-surat-suara-pilkada-2020-yang-dicoret-coret/,2023-10-13,True
Pemasangan Barcode pada Badan Manusia,https://turnbackhoax.id/2020/12/06/salah-pemasangan-barcode-pada-badan-manusia/,2023-10-13,True
Video Logo Pornhub Muncul Saat Siaran CNN,https://turnbackhoax.id/2020/11/09/salah-video-logo-pornhub-muncul-saat-siaran-cnn/,2023-10-13,True
“Sesumbarnya Arief Budiman Buat DONALD TRUMP Kalau Pengin Sukses Seperti Pak JOKOWI.”,https://turnbackhoax.id/2020/11/05/salah-sesumbarnya-arief-budiman-buat-donald-trump-kalau-pengin-sukses-seperti-pak-jokowi/,2023-10-13,True
Prabowo Gugat Polri Soal Penangkapan Aktivis KAMI,https://turnbackhoax.id/2020/11/03/salah-prabowo-gugat-polri-soal-penangkapan-aktivis-kami/,2023-10-13,True
Infografis Bawaslu Kepri Tentang Pihak Yang Tidak Boleh Ikut Kampanye,https://turnbackhoax.id/2020/10/29/salah-infografis-bawaslu-kepri-tentang-pihak-yang-tidak-boleh-ikut-kampanye/,2023-10-13,True
"“PILKADA JANGAN DITUNDA, PILPRES TUNDA 7 TAHUN LAGI”",https://turnbackhoax.id/2020/09/27/salah-pilkada-jangan-ditunda-pilpres-tunda-7-tahun-lagi/,2023-10-13,True
Foto Kader PKS Kampanyekan “2 Anak Cukup 1 Istri Tidak Cukup”,https://turnbackhoax.id/2020/09/24/salah-foto-kader-pks-kampanyekan-2-anak-cukup-1-istri-tidak-cukup/,2023-10-13,True
SK Rekomendasi PDIP untuk Pemilihan Wali Kota Surabaya,https://turnbackhoax.id/2020/09/07/salah-sk-rekomendasi-pdip-untuk-pemilihan-wali-kota-surabaya/,2023-10-13,True
“Di taruh mana muka Ridwan saidi”,https://turnbackhoax.id/2020/09/05/salah-di-taruh-mana-muka-ridwan-saidi/,2023-10-13,True
"Foto “Lagi Curhat Sihh, Tapi Gak Kedengaran Ngmong Apa”",https://turnbackhoax.id/2020/08/11/salah-foto-lagi-curhat-sihh-tapi-gak-kedengaran-ngmong-apa/,2023-10-13,True
Akun Facebook Ketua KPU RI “Arief Budiman”,https://turnbackhoax.id/2020/07/26/43473/,2023-10-13,True
“Inisial “H” di Nama Jokowi Ternyata Kepanjangan dari Herbertus”,https://turnbackhoax.id/2020/07/22/salah-inisial-h-di-nama-jokowi-ternyata-kepanjangan-dari-herbertus/,2023-10-13,True
"Festival Layang-Layang KPU-Bawaslu, Sosialisasi Pilkada 2020 di Depok",https://turnbackhoax.id/2020/07/14/salah-festival-layang-layang-kpu-bawaslu-sosialisasi-pilkada-2020-di-depok/,2023-10-13,True
Foto “Perkumpulan maling suara”,https://turnbackhoax.id/2020/07/13/salah-foto-perkumpulan-maling-suara/,2023-10-13,True
Pengakuan Ribka Tjiptaning Semua Anak PKI Bergabung ke PDIP,https://turnbackhoax.id/2020/07/09/salah-pengakuan-ribka-tjiptaning-semua-anak-pki-bergabung-ke-pdip/,2023-10-13,True
“FPI & BANSER Geruduk Kantor PDIP. Jgn Di Atur Oleh Partai PKI Komunis”,https://turnbackhoax.id/2020/07/02/salah-fpi-banser-geruduk-kantor-pdip-jgn-di-atur-oleh-partai-pki-komunis/,2023-10-13,True
Istilah Kadrun Berasal dari PKI,https://turnbackhoax.id/2020/07/02/salah-istilah-kadrun-berasal-dari-pki/,2023-10-13,True
Foto “Dua NYONYA BESAR dari klan cendana mengawal aksi demo nenolak RUU HIP”,https://turnbackhoax.id/2020/06/29/salah-foto-dua-nyonya-besar-dari-klan-cendana-mengawal-aksi-demo-nenolak-ruu-hip/,2023-10-13,True
"“PILPRES 2024 DIBATALKAN, ditunda sampai 2029”",https://turnbackhoax.id/2020/06/28/salah-pilpres-2024-dibatalkan-ditunda-sampai-2029/,2023-10-13,True
"“MPR dan KPU Sepakat Jokowi Lanjut Sampai 2027? Bagaimana Rakyat, Akan Diam Saja?”",https://turnbackhoax.id/2020/06/27/salah-mpr-dan-kpu-sepakat-jokowi-lanjut-sampai-2027-bagaimana-rakyat-akan-diam-saja/,2023-10-13,True
“Aliran Komunis & Gerakan PKI Bangkit Lewat PDIP”,https://turnbackhoax.id/2020/06/26/salah-aliran-komunis-gerakan-pki-bangkit-lewat-pdip/,2023-10-13,True
Istilah Kadrun Berasal dari PKI,https://turnbackhoax.id/2020/06/21/salah-istilah-kadrun-berasal-dari-pki-2/,2023-10-13,True
"“Karena dia bukan pilihan rakyat, Ini rezim haram hasil kejahatan antek² China”",https://turnbackhoax.id/2020/05/12/salah-karena-dia-bukan-pilihan-rakyat-ini-rezim-haram-hasil-kejahatan-antek%c2%b2-china/,2023-10-13,True
Pelintiran Konteks Foto Najwa & Tommy Soeharto,https://turnbackhoax.id/2020/04/25/salah-pelintiran-konteks-foto-najwa-tommy-soeharto/,2023-10-13,True
Jokowi Keluarkan Kartu Corona Indonesia Sehat,https://turnbackhoax.id/2020/04/14/salah-jokowi-keluarkan-kartu-corona-indonesia-sehat-karcis/,2023-10-13,True
Tangkapan Layar “Rieke Dyah:”Aku Bingung Memangnya Kalau PKI Bangkit Kembali Kenapa?Ada Masalah Ya?””,https://turnbackhoax.id/2020/02/24/salah-tangkapan-layar-rieke-dyahaku-bingung-memangnya-kalau-pki-bangkit-kembali-kenapaada-masalah-ya/,2023-10-13,True
“Info orang hilang Ciri2 wapres”,https://turnbackhoax.id/2020/01/30/salah-info-orang-hilang-ciri2-wapres/,2023-10-13,True
Wapres Kaget Aliran Uang Jiwasraya Masuk ke Dana Kampanye Jokowi-Maruf,https://turnbackhoax.id/2020/01/15/salah-wapres-kaget-aliran-uang-jiwasraya-masuk-ke-dana-kampanye-jokowi-maruf/,2023-10-13,True
Arief Budiman Mengaku Disuap Megawati Rp. 2 Triliun,https://turnbackhoax.id/2020/01/13/salah-arief-budiman-mengaku-disuap-megawati-rp-2-triliun/,2023-10-13,True
“Arief Budiman : Saya Siap Di Kutuk Menjadi Batu Jika KPU Curang”,https://turnbackhoax.id/2020/01/13/salah-arief-budiman-saya-siap-di-kutuk-menjadi-batu-jika-kpu-curang/,2023-10-13,True
"Jokowi Nilai Positif Jabatan Presiden Diusulkan Tiga Periode, “Sangat Bagus”",https://turnbackhoax.id/2019/11/22/salah-jokowi-nilai-positif-jabatan-presiden-diusulkan-tiga-periode-sangat-bagus/,2023-10-13,True
Video ‘politisi’ Brasil dilempar ke sungai,https://turnbackhoax.id/2019/11/01/salah-video-politisi-brasil-dilempar-ke-sungai/,2023-10-13,True
"“Kecewa Tak Jadi Menteri, Grace Natalie: Padahal Saya Pintar Kupas Buah Salak”",https://turnbackhoax.id/2019/10/29/salah-kecewa-tak-jadi-menteri-grace-natalie-padahal-saya-pintar-kupas-buah-salak/,2023-10-13,True
Gerindra: Pak Prabowo Sudah Mengirim Utusan Untuk Kepulangan Habib Rizieq Shihab,https://turnbackhoax.id/2019/10/28/salah-gerindra-pak-prabowo-sudah-mengirim-utusan-untuk-kepulangan-habib-rizieq-shihab/,2023-10-13,True
"Prabowo: Saya Terima Jabatan Menteri Pertahan, Dengan Syarat Pemerintah Pulangkan HRS",https://turnbackhoax.id/2019/10/22/salah-prabowo-saya-terima-jabatan-menteri-pertahan-dengan-syarat-pemerintah-pulangkan-hrs/,2023-10-13,True
Universitas Indonesia tidak terkait dengan kelompok “Ikatan Keluarga Besar Universitas Indonesia”,https://turnbackhoax.id/2019/10/16/klarifikasi-universitas-indonesia-tidak-terkait-dengan-kelompok-ikatan-keluarga-besar-universitas-indonesia/,2023-10-13,True
Ma”ruf Amin hanya buat cari suara doang setelah itu akan diganti,https://turnbackhoax.id/2019/10/09/salah-maruf-amin-hanya-buat-cari-suara-doang-setelah-itu-akan-diganti/,2023-10-13,True
“Panglima TNI…Udah pada tau kan arahnya kemana.Makan yg banyak ya jendral biar tambah sehat….”,https://turnbackhoax.id/2019/10/07/salah-panglima-tni-udah-pada-tau-kan-arahnya-kemana-makan-yg-banyak-ya-jendral-biar-tambah-sehat/,2023-10-13,True
"Rangkap Jabatan Menteri Dan Anggota DPR, Puan: Khan Gajinya Dobel",https://turnbackhoax.id/2019/10/05/salah-rangkap-jabatan-menteri-dan-anggota-dpr-puan-khan-gajinya-dobel/,2023-10-13,True
"Dapat Suara Terbanyak Menjadi Ketua DPR, Puan Berjanji Akan Mensejahterakan Partai",https://turnbackhoax.id/2019/10/01/salah-dapat-suara-terbanyak-menjadi-ketua-dpr-puan-berjanji-akan-mensejahterakan-partai/,2023-10-13,True
Najwa Shihab: “KLARIFIKASI ATAS DISINFORMASI FOTO PERTEMUAN NAJWA DAN TOMMY SOEHARTO”,https://turnbackhoax.id/2019/09/29/klarifikasi-najwa-shihab-klarifikasi-atas-disinformasi-foto-pertemuan-najwa-dan-tommy-soeharto/,2023-10-13,True
Semoga Apa yang Dikatakan Bang Hotman Jadi Kenyataan,https://turnbackhoax.id/2019/09/23/salah-semoga-apa-yang-dikatakan-bang-hotman-jadi-kenyataan/,2023-10-13,True
“apa kyai kita mengakui bahwa kubu mereka curang ya ?”,https://turnbackhoax.id/2019/09/10/salah-apa-kyai-kita-mengakui-bahwa-kubu-mereka-curang-ya/,2023-10-13,True
“DIADUKAN KE MAHKAMAH INTERNASIONAL”,https://turnbackhoax.id/2019/08/11/salah-diadukan-ke-mahkamah-internasional/,2023-10-13,True
Pose “Jari L” oleh PLN,https://turnbackhoax.id/2019/08/06/klarifikasi-pose-jari-l-oleh-pln/,2023-10-13,True
“Politisi PDIP : Negara Akan Hancur Bila Jokowi Tidak Segera Mundur”,https://turnbackhoax.id/2019/07/28/salah-politisi-pdip-negara-akan-hancur-bila-jokowi-tidak-segera-mundur/,2023-10-13,True
"“Megawati : Jokowi Itu Idaman Seluruh Alam, Bahkan “ALIEN” Saja Mau Di Pimpin Oleh Beliau.”",https://turnbackhoax.id/2019/07/25/salah-megawati-jokowi-itu-idaman-seluruh-alam-bahkan-alien-saja-mau-di-pimpin-oleh-beliau/,2023-10-13,True
Pilpres 2019 Janggal Karena Diumumkan Saat 12 KPU Provinsi Belum Menyelesaikan Situng,https://turnbackhoax.id/2019/07/04/salah-pilpres-2019-janggal-karena-diumumkan-saat-12-kpu-provinsi-belum-menyelesaikan-situng/,2023-10-13,True
Presiden Uni Afrika Al A’id E’in Al Wadiyah bin Haffaz Al Wadiyah Berpidato di Depan para Delegasi Dunia di PBB Meminta agar Seluruh Negara Menolak Jokowi sebagai Presiden Indonesia,https://turnbackhoax.id/2019/06/29/salah-presiden-uni-afrika-al-aid-ein-al-wadiyah-bin-haffaz-al-wadiyah-berpidato-di-depan-para-delegasi-dunia-di-pbb-meminta-agar-seluruh-negara-menolak-jokowi-sebagai-presiden-indo/,2023-10-13,True
Ada penampakan Jin mata sipit di belakang hakim MK,https://turnbackhoax.id/2019/06/24/salah-ada-penampakan-jin-mata-sipit-di-belakang-hakim-mk/,2023-10-13,True
Polwan kiriman tiap malam datang dari soeta,https://turnbackhoax.id/2019/06/15/salah-polwan-kiriman-tiap-malam-datang-dari-soeta/,2023-10-13,True
"“KPU Panik, Semua Data BPN, TNI, PKS, IPB & ITB Semua Memenangkan 02”",https://turnbackhoax.id/2019/06/10/salah-kpu-panik-semua-data-bpn-tni-pks-ipb-itb-semua-memenangkan-02/,2023-10-13,True
Yogyakarta akan referendum,https://turnbackhoax.id/2019/06/01/salah-yogyakarta-akan-referendum/,2023-10-13,True
Pelintiran Konteks Buku “People Power”,https://turnbackhoax.id/2019/05/29/salah-pelintiran-konteks-buku-people-power/,2023-10-13,True
Partai Golkar Mengajukan Surat Permohonan Pembatalan Hasil Pilpres,https://turnbackhoax.id/2019/05/27/salah-partai-golkar-mengajukan-surat-permohonan-pembatalan-hasil-pilpres/,2023-10-13,True
